ph_num,ph_name,ph_phone,ph_addr,ph_lat,ph_lng,ph_direction,ph_photo,ph_created_at,ph_updated_at,ph_night_yn,ph_holiday_yn
4808,도담약국,02-6212-2913,"서울특별시 성동구 왕십리로 410, L동 2층 221-1호 (하왕십리동, 센트라스)",37.56486722694491,127.02973438425056,,,,,1,0
4809,도담약국,02-449-9205,"서울특별시 송파구 동남로 209, 1층 101호 (가락동)",37.496173533422166,127.1310274012814,,,,,1,0
4810,도담약국,0507-1412-0230,"경기도 시흥시 장현순환로 1, 메인프라자 104호 (장현동)",37.3806744492308,126.793639691659,,,,,1,1
4811,도담약국,052-294-4749,"울산광역시 중구 학성로 169, 1층 1호 (학성동)",35.55691768804789,129.32937744687348,,,,,0,0
4812,도담약국,031-212-0788,"경기도 용인시 수지구 광교중앙로295번길 9, 더블유스퀘어광교 205호 (상현동)",37.2968954961629,127.068115389557,,,,,1,1
4813,도담약국,052-269-7871,울산광역시 남구 삼산로 275  (삼산동),35.53958347673253,129.33718685454545,,,,,0,0
4814,도담약국,042-486-7009,대전광역시 서구 대덕대로 189 (둔산동),36.3502458466,127.377257977,,,,,1,0
4815,도담약국,031-732-2044,"경기도 성남시 중원구 산성대로 360, 지성빌딩 1층 103호 (중앙동)",37.44425650352164,127.15640588776758,,,,,0,0
4816,도담약국,070-8820-7776,"인천광역시 부평구 세월천로 42, 1층 (청천동)",37.5131140395407,126.704889078714,,,,,0,0
4817,도담약국,02-945-7650,"서울특별시 성북구 동소문로 305, 지층 (길음동)",37.60735390928976,127.02826485714526,,,,,0,0
4818,도담약국,042-273-3075,"대전광역시 동구 새들2길 30, 104호 (신흥동)",36.3262283113564,127.44258283517,,,,,1,0
4819,도담약국,063-468-3582,"전북특별자치도 군산시 하나운로 32, 세경아파트 상가 1층 (나운동)",35.961312078535,126.700785411644,,,,,0,0
4820,도담약국,031-768-5029,"경기도 광주시 송정2길 15-8, 101호 (송정동)",37.4199739640014,127.256441032122,,,,,0,0
4821,도담약국,031-526-2234,"경기도 용인시 처인구 모현읍 백옥대로2476번길 25, 106호",37.3446143206605,127.253635575071,,,,,1,0
4822,도담약국,02-979-0903,서울특별시 노원구 공릉로 181   (공릉동),37.6261859993516,127.07941813718551,,,,,1,0
4823,도담약국,02-595-8158,"서울특별시 서초구 서래로 50, 한영빌딩 지하1층 (반포동)",37.4995524287657,126.99845757986,,,,,0,0
4824,도담약국,054-451-5133,"경상북도 구미시 신시로 71, 2층 201호 (형곡동)",36.1142930130701,128.338681663754,,,,,1,1
4825,도담약국,041-579-0609,"충청남도 천안시 동남구 쌍용대로 154, 대서양횟집 1층 (봉명동)",36.8111029397615,127.134021542348,,,,,0,0
4826,도담약국,041-356-9602,충청남도 당진시 석문면 해명2로 69,36.9751766285836,126.592554352282,,,,,0,0
4827,도담약국,041-338-0033,"충청남도 예산군 삽교읍 예학로 93, 101,102호",36.665319732212,126.678068142121,,,,,1,1
4828,도담약국,050-71362-1832,"인천광역시 연수구 센트럴로 194, C동 119호 (송도동, 더샵 센트럴파크2)",37.39519211956808,126.64068498731169,,,,,0,0
4829,도담약국,062-673-0008,광주광역시 남구 봉선2로 81 (봉선동),35.126122337,126.9152498186,,,,,0,0
4830,도담약국,070-4100-6333,"제주특별자치도 제주시 아란9길 6, 1층 (아라일동)",33.47260298125989,126.54503493049604,,,,,0,0
4831,도담약국,043-218-9295,"충청북도 청주시 청원구 충청대로 179, 1층 (주중동)",36.67207704122004,127.49577252667255,,,,,1,1
4832,도담약국,055-281-7574,"경상남도 창원시 성산구 반송로 148-6, 미건빌딩 1층 106호 (반림동)",35.2359522536,128.6712523921,,,,,0,0
4833,도담약국,062-262-6000,광주광역시 북구 하서로 393-8 (양산동),35.21041660379288,126.87314325473294,,,,,0,0
4834,도담약국,032-541-5401,인천광역시 계양구 장제로 910 (병방동),37.5476412912,126.7411499588,,,,,1,0
4835,도담약국,032-888-9270,"인천광역시 미추홀구 독배로 399, 영광프라자 109호 (용현동)",37.4553819620864,126.649178690971,,,,,1,0
4836,도담약국,061-727-2130,"전라남도 순천시 장선배기1길 9, 1층 (조례동)",34.9533649692803,127.522186954941,,,,,0,1
4837,도담약국,053-587-6655,"대구광역시 달성군 다사읍 세천남로 14, 2층 (다사읍)",35.873174334,128.4773129193,,,,,0,0
4838,도담약국,032-564-4333,인천광역시 서구 청라루비로 93 ,37.5334147322,126.6401066194,,,,,0,0
4839,도담약국,044-865-7770,"세종특별자치시 보듬4로 9, 305호 (도담동, 도램마을11단지)",36.51361208868689,127.25886217743592,,,,,0,0
4840,도담온누리약국,031-000-0000,"경기도 평택시 고덕국제대로 94, 우성고덕타워2 106호 (고덕동)",37.0452573257627,127.044202776671,,,,,0,1
4841,도담온누리약국,031-305-3400,"경기도 용인시 기흥구 기흥역로58번길 78, 201동 106호 (구갈동, 기흥역 더샵)",37.27345510467095,127.11812125232083,,,,,0,1
4842,도담온누리약국,033-747-4709,"강원특별자치도 원주시 오리현길 16-9, 1층 103호 (반곡동)",37.3386072227,127.9677922958,,,,,0,0
4843,도담한약국,063-223-4392,전북특별자치도 전주시 완산구 봉곡로 115 (효자동2가),35.81111029989297,127.10646369525207,,,,,1,0
4844,도당메디칼약국,032-684-1350,경기도 부천시 삼작로 287 (도당동),37.52029694721982,126.79330116525264,,,,,1,1
4845,도도약국,043-643-1369,"충청북도 제천시 용두천로 78, 대동빌딩 105호 (남천동)",37.1350277370553,128.210467710488,,,,,0,1
4846,도도약국,031-374-7570,"경기도 화성시 동탄광역환승로 73, 207동 지하1층 EAST 032호 (오산동, 동탄역 반도유보라 아이비파크 8.0)",37.2028876791906,127.090211479364,,,,,1,0
4847,도동약국,055-000-0000,"경상남도 진주시 도동로 260, 1층 (하대동)",35.1935169877417,128.122086387235,,,,,0,0
4848,도래울약국,031-967-7180,"경기도 고양시 덕양구 도래울로 110, 테마시티 119호 (도내동)",37.6310594813,126.87112822,,,,,1,0
4849,도램약국,044-868-1939,세종특별자치시 보듬3로 6,36.51268185122373,127.25897966362484,,,,,0,0
4850,도룡365약국,042-867-3879,"대전광역시 유성구 엑스포로123번길 27-22, 제1층 제6호 (도룡동)",36.3762141748039,127.392327718308,,,,,1,1
4851,도리약국,051-505-3411,"부산광역시 동래구 아시아드대로 142, 사직빌딩 (사직동)",35.1970972602,129.0660109882,,,,,1,1
4852,도리약국,02-2696-6150,"서울특별시 양천구 남부순환로 352, 1층 8,9호 (신월동)",37.5355644146707,126.827915323456,,,,,1,1
4853,도림우리들약국,02-831-9630,"서울특별시 영등포구 도신로15길 40, 103호 (도림동)",37.50867986816018,126.8965986853249,,,,,0,0
4854,도마솔약국,042-535-8837,"대전광역시 서구 도산로 63, 도마정형외과 (도마동)",36.31417445440001,127.37923542319999,,,,,0,0
4855,도마약국,042-585-5633,"대전광역시 서구 계백로 1410, (도마동)",36.31199166666666,127.378225,,,,,0,0
4856,도마조아약국,042-535-5545,"대전광역시 서구 배재로 175, 1층 (도마동)",36.32409088067348,127.37008462252156,,,,,0,0
4857,도마태평양약국,042-528-7774,"대전광역시 서구 배재로 182-1, 1층 (도마동)",36.32475623915257,127.37057332912568,,,,,1,1
4858,도마프라자약국,042-582-3344,"대전광역시 서구 도산로 45, 1층 (도마동)",36.312649571708285,127.38039054781012,,,,,0,0
4859,도매당약국,031-256-9816,경기도 수원시 팔달구 정조로 776 (팔달로3가),37.27733316358263,127.01733281919525,,,,,1,0
4860,도매당약국,031-637-0149,"경기도 이천시 백사면 청백리로 72, 3동 1층",37.30264506597529,127.46857412432284,,,,,1,1
4861,도메약국,053-853-2100,경상북도 경산시 하양읍 대학로 1536,35.9147964409211,128.82058182017315,,,,,1,0
4862,도미당약국,033-531-3583,강원특별자치도 동해시 발한로 202-2 (발한동),37.54755552286886,129.1090268499719,,,,,0,0
4863,도미당약국,041-665-2521,충청남도 서산시 안견로 185 (동문동),36.78188372594246,126.45951189131092,,,,,1,0
4864,도미당약국,031-846-3353,경기도 의정부시 시민로131번길 62,37.74087655691238,127.04980768944668,,,,,1,0
4865,도미약국,061-554-1615,전라남도 완도군 완도읍 장보고대로 284-1,34.31457381747511,126.75588733925976,,,,,0,0
4866,도미약국,033-458-2326,강원특별자치도 철원군 서면 와수1로 34,38.23995604315224,127.4374638232578,,,,,0,0
4867,도병원약국,031-215-1919,"경기도 수원시 영통구 월드컵로179번길 7, 1층 (원천동)",37.27835289875147,127.04595206957146,,,,,0,0
4868,도봉월드약국,02-3491-3158,서울특별시 도봉구 마들로 650,37.6680283468222,127.047064658894,,,,,0,0
4869,도봉태평양약국,02-955-6228,서울특별시 도봉구 도봉로 821,37.67774495535507,127.0447654170208,,,,,0,1
4870,도성약국,032-667-8275,"경기도 부천시 장말로 290, (심곡동)",37.49128080956821,126.77399648591614,,,,,1,0
4871,도솔약국,042-523-1233,대전광역시 서구 도솔로 96 (도마동),36.3190875120788,127.37374889951325,,,,,1,0
4872,도심공항약국,02-554-4906,서울특별시 강남구 테헤란로87길 22 2층 (삼성동),37.51003703588658,127.05916792610496,,,,,0,1
4873,도아약국,062-369-1076,"광주광역시 서구 화정로 250, (화정동)",35.14726111111111,126.884225,,,,,0,0
4874,도아약국,042-484-2002,"대전광역시 서구 청사로 148, 매그놀리아 1층 102호 (둔산동)",36.35944290727567,127.3802036437819,,,,,0,0
4875,도안365약국,050-713-7194,"대전광역시 유성구 상대복용로29번길 52, 상가동 지하1층 1-55호 (상대동, 대전아이파크시티 1단지)",36.3373202239018,127.329714644615,,,,,1,1
4876,도안새봄약국,042-719-2177,"대전광역시 유성구 도안북로 79, 지상1층 (용계동)",36.3303097777822,127.337142782419,,,,,0,0
4877,도안약국,042-822-4286,대전광역시 유성구 도안대로 511-12 (상대동),36.34596512902714,127.339419599362,,,,,1,0
4878,도안우리약국,042-544-1238,"대전광역시 서구 도안동로 234-54, 대전도안레이크타워 119호 (도안동)",36.3261961829841,127.348571814659,,,,,0,0
4879,도안참사랑약국,042-825-6030,대전광역시 유성구  월드컵대로316번길  64 (상대동),36.34659472271336,127.33472134343302,,,,,0,0
4880,도암약국,033-336-3746,강원특별자치도 평창군 대관령면 대관령로 104,37.672108163441486,128.70817251802396,,,,,1,1
4881,도암정약국,031-631-4978,경기도 이천시 신둔면 원적로 438,37.319326645,127.4409200512,,,,,1,1
4882,도약국,031-778-6521,"경기도 성남시 중원구 금빛로 43, 1층 104호 (금광동)",37.4457474752159,127.167327699726,,,,,0,0
4883,도양약국,061-843-3832,전라남도 고흥군 도양읍 녹동남촌1길 12,34.528873625107025,127.1381164482396,,,,,0,0
4884,도연약국,053-593-2772,대구광역시 달서구 호산로 143,35.85257451405581,128.4778134661691,,,,,0,0
4885,도영약국,02-404-7355,"서울특별시 송파구 오금로 507, 거여빌딩 1층 (거여동)",37.49329849122571,127.14522515503272,,,,,0,0
4886,도영약국,070-8287-1520,"경기도 의정부시 서광로 197, 제이프라자 1층 104호 (고산동)",37.7343360542388,127.11199332028,,,,,1,1
4887,도우리약국,042-488-3650,"대전광역시 서구 한밭대로 817, 이랜드 PEER 둔산 116호, 117호 (둔산동)",36.3585068563039,127.389520969891,,,,,1,1
4888,도운약국,070-4795-2962,"경기도 파주시 가람로116번길 13, 제안빌딩 1층 101호 (와동동)",37.7365933402232,126.763127448399,,,,,0,0
4889,도운약국,063-531-7282,"전북특별자치도 정읍시 충정로 606-17, (용계동)",35.58795900645727,126.822922609884,,,,,0,0
4890,도움약국,041-546-7579,"충청남도 아산시 문화로 385, 1층 (모종동)",36.77946560326201,127.01976747572188,,,,,1,0
4891,도움약국,032-881-0999,"인천광역시 미추홀구 낙섬중로 138, 미추홀프라자 101호 (용현동)",37.4582782365127,126.644709555722,,,,,1,0
4892,도움약국,053-783-0333,대구광역시 수성구 청수로 15(중동),35.82015327733234,128.64177152055382,,,,,0,0
4893,도움온누리약국,062-369-5176,"광주광역시 서구 상무대로 1064, (화정동)",35.15201407579744,126.87835310627337,,,,,0,0
4894,도움온누리약국,031-388-5750,"경기도 안양시 동안구 동안로 194, 한양스포츠센타 2층 209호 (비산동)",37.39570257110712,126.94907605487202,,,,,0,0
4895,도원약국,031-494-2889,경기도 안산시 단원구 원곡로 41 (원곡동),37.33095242846988,126.79300523383864,,,,,1,1
4896,도원약국,062-222-6580,광주광역시 동구 필문대로 295,35.14518726571484,126.92678076413024,,,,,1,0
4897,도원약국,031-771-2846,경기도 양평군 양평읍 시민로 51-1,37.4908509803124,127.497326429895,,,,,0,0
4898,도원약국,032-765-8795,"인천광역시 동구 송미로 7, 1층 (송림동)",37.480930887358845,126.64768932486662,,,,,0,0
4899,도원약국,061-692-1520,전라남도 여수시 도원로 164-1 (안산동),34.760712656639214,127.64933175373578,,,,,0,0
4900,도원약국,061-242-6566,전라남도 목포시 호남로64번길 27,34.7918645397807,126.38491487591438,,,,,0,0
4901,도원약국,02-715-3095,"서울특별시 마포구 마포대로 52, 고려아카데미텔Ⅱ 1층 105호 (도화동)",37.54028682752439,126.94749254005056,,,,,0,0
4902,도원온누리약국,032-710-9095,"경기도 부천시 경인로 65, 혜영빌딩 1층 일부호 (송내동)",37.483980939606205,126.762639458222,,,,,1,0
4903,도일약국,02-548-2348,"서울특별시 서초구 사평대로55길 10, (반포동)",37.50463234256428,127.02289923563238,,,,,1,0
4904,도청약국,031-211-1826,"경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 128호 (이의동)",37.2876402080675,127.056868624932,,,,,1,1
4905,도청호랑이약국,054-805-7117,"경상북도 예천군 호명읍 새움1로 25, 기인타워 101호",36.5759286610272,128.488460362324,,,,,1,1
4906,도토리약국,031-232-8238,"경기도 화성시 병점구 경기대로 1044, 101호 (진안동)",37.1256838482529,126.926347683453,,,,,0,0
4907,도토리약국,02-2039-1197,"서울특별시 금천구 금하로 793, 2동 216호 (시흥동, 벽산아파트)",37.4522125872144,126.918245309403,,,,,1,0
4908,도토리약국,031-647-0161,"경기도 평택시 원평로105번길 42, 104호 (통복동)",36.9934007135549,127.078044249142,,,,,0,0
4909,도토리약국,02-381-8191,경기도 고양시 덕양구 세솔로 96 1층 (삼송동),37.6525166023,126.88808921519998,,,,,1,0
4910,도토리약국,02-2233-1911,"서울특별시 중구 다산로 172-1, 1층 (신당동)",37.5588130051943,127.013269833607,,,,,0,0
4911,도토리약국,042-522-9206,대전광역시 서구 도산로 51 (도마동),36.3134165698,127.3795168108,,,,,0,0
4912,도토약국,044-868-4709,"세종특별자치시 도움1로 108, 419호 (종촌동, 몰리브)",36.50268011996954,127.24763111618046,,,,,0,0
4913,도평약국,054-872-9866,경상북도 청송군 현동면 청송로 2657,36.2901494455616,129.017638657067,,,,,1,1
4914,도화약국,032-864-7488,"인천광역시 미추홀구 한나루로 585, (도화동)",37.458492826193655,126.67167941025504,,,,,1,1
4915,도화태평양약국,070-8845-6257,"인천광역시 미추홀구 제일로 34, (도화동)",37.45866221212619,126.6739561608961,,,,,0,0
4916,독도는우리땅약국,031-474-1221,경기도 안양시 만안구 안양로 445 (석수동),37.40983229602595,126.91187336610804,,,,,0,0
4917,독산메디칼약국,02-804-1725,서울특별시 금천구 독산로 210 (독산동),37.4656840905494,126.9022561298288,,,,,1,0
4918,독산중앙약국,02-851-1630,"서울특별시 금천구 남부순환로 1372 (독산동, 현경빌딩)",37.47945938506736,126.90360054632676,,,,,0,0
4919,독수리약국,02-2142-1111,"서울특별시 송파구 중대로 135 (가락동, IT벤처타워 동관 101호)",37.495299615878345,127.12257861464926,,,,,0,0
4920,독수리약국,02-3147-0770,"서울특별시 서대문구 연세로 36, 독수리빌딩 1층, 2층 (창천동)",37.55886942663551,126.9372509942236,,,,,0,0
4921,독수리약국,02-459-8863,"서울특별시 강남구 일원로 95, 106호 (일원동)",37.485769570693606,127.08341037941508,,,,,0,0
4922,독일사약국,02-2236-0005,"서울특별시 중구 마장로9길 45, 1층 (황학동)",37.57037672719619,127.0193197178053,,,,,0,0
4923,독일약국,02-2681-9495,"서울특별시 구로구 오리로 1297, 1층 (궁동,청파빌딩)",37.49724434913099,126.82911096468165,,,,,1,0
4924,독일약국,032-864-6248,"인천광역시 미추홀구 석정로 459, (주안동)",37.4663794672557,126.6866564359816,,,,,1,0
4925,독일약국,061-277-2655,전라남도 목포시 산정로 145,34.801613311300315,126.39266219159109,,,,,0,0
4926,독일약국,061-472-4100,전라남도 영암군 학산면 독천로 187,34.72577906355797,126.56957167985172,,,,,1,0
4927,독일약국,054-241-0354,경상북도 포항시 북구 죽도로 59 (죽도동),36.03304652293314,129.3668462081167,,,,,1,0
4928,독일약국,053-425-2085,대구광역시 중구 국채보상로 604,35.87046546820927,128.5966860167701,,,,,1,0
4929,독일약국,053-357-7464,대구광역시 북구 팔달로 165 (노원동3가),35.889070722170445,128.568064620824,,,,,1,1
4930,독일약국,02-702-3852,"서울특별시 마포구 도화4길 19, (도화동)",37.54102715474165,126.95099971886007,,,,,1,0
4931,독일약국,031-333-2920,"경기도 용인시 처인구 포곡읍 전대로78번길 3,",37.28523011865688,127.21718996236243,,,,,1,0
4932,독일약국,052-248-1997,"울산광역시 울주군 범서읍 대동길 28, 102호",35.5619193666863,129.231166258224,,,,,0,0
4933,독일약국,055-635-3912,경상남도 거제시 동문천로 52,34.88610976306117,128.6277814634835,,,,,0,0
4934,독일약국,062-367-6029,"광주광역시 서구 경열로 144, 1층 (양동)",35.15387213714376,126.90102228831876,,,,,0,0
4935,독일약국,063-466-7988,"전북특별자치도 군산시 백토로 339-4, (문화동)",35.97109785856764,126.70552582881868,,,,,0,0
4936,독일약국,063-351-0276,전북특별자치도 장수군 장계면 한들로 108,35.731066471478464,127.58401295275874,,,,,0,0
4937,독일약국,041-666-0787,충청남도 서산시 시장6로 37,36.78294636385797,126.45778818737207,,,,,1,1
4938,독일약국,031-762-4870,"경기도 광주시 중앙로 91, 14호 (역동)",37.407941689240864,127.25896501443876,,,,,1,0
4939,독일약국,042-257-5665,"대전광역시 동구 대전로 787, 1층 (중동)",36.3298247325024,127.433134711926,,,,,0,1
4940,독일약국,063)275-0110,"전북특별자치도 전주시 완산구 당산로 42, 1층일부층 (서신동)",35.83209407864984,127.11265966367318,,,,,0,0
4941,돈암사거리약국,02-928-2208,"서울특별시 성북구 동소문로 97, 삼경빌딩 1층 102호 (동소문동6가)",37.59279843588768,127.01610695281452,,,,,0,1
4942,돌고개대형약국,062-361-2323,광주광역시 남구 경열로 84 (월산동),35.15148333333333,126.89523888888888,,,,,1,0
4943,돌고래약국,02-6941-0067,"서울특별시 강동구 성안로 187, 지하2층 1호 (천호동)",37.5397625514338,127.13632832008904,,,,,0,0
4944,돌고래약국,031-712-3227,"경기도 성남시 분당구 내정로 172, 상지상가빌딩 1층 103호 (수내동)",37.3736518597654,127.119960387877,,,,,0,0
4945,돌고래약국,031-431-2018,"경기도 시흥시 배곧4로 32-9, 골든프라자 108호 (정왕동)",37.3767749259,126.7271962744,,,,,1,0
4946,돌곶이온누리약국,02-967-5555,"서울특별시 성북구 화랑로 248, 장위뉴타워 102호, 102-1호 (석관동)",37.61045427973254,127.0568236949432,,,,,1,0
4947,돌다리약국,031-524-9885,"경기도 구리시 경춘로 229, 쌍용오피스텔 1층 107호 (인창동)",37.6011421671406,127.140718202912,,,,,0,0
4948,돌담약국,043-297-6501,"충청북도 청주시 서원구 청남로 2014, 103호 (분평동)",36.6119678783013,127.485489797966,,,,,0,0
4949,돌봄약국,070-8691-3031,"부산광역시 연제구 월드컵대로79번길 50, 1층 104호 (연산동)",,,,,,,0,0
4950,돌봄약국,063-228-5525,"전북특별자치도 전주시 완산구 효자천변2길 13, 우림천주교회 (효자동1가)",35.8049013899786,127.114247384225,,,,,0,0
4951,동강제일약국,061-336-2025,"전라남도 나주시 동강면 동강로 590, 동강제일약국 (동강면)",34.936720787773844,126.56480878516872,,,,,0,0
4952,동경약국,02-334-7668,"서울특별시 마포구 신촌로16길 4, 1층 101호 (노고산동)",37.55547365596728,126.93491681135932,,,,,1,0
4953,동경약국,032-672-6633,경기도 부천시 중동로 403 (삼정동),37.51585932401987,126.76981411006464,,,,,1,0
4954,동곡약국,053-593-8889,대구광역시 달성군 하빈면 달구벌대로55길 86 (하빈면),35.8780043486,128.4190357163,,,,,0,0
4955,동광약국,032-524-4990,인천광역시 부평구 부흥로 314-1 (부평동),37.49815853392391,126.72682316606148,,,,,0,1
4956,동광약국,02-534-7575,서울특별시 동작구 동작대로 129 (사당동),37.48820557665145,126.98193394701326,,,,,1,1
4957,동광약국,051-896-2040,"부산광역시 부산진구 백양관문로 3, 106(개금동,주공복합상가)",35.15942317387604,129.03118527581654,,,,,1,0
4958,동광약국,033-552-2246,강원특별자치도 태백시 번영로 357 (황지동),37.171822023691824,128.9921423188726,,,,,1,1
4959,동광주약국,062-264-0146,"광주광역시 북구 동문대로 155, (두암동)",35.17669664912409,126.9275849185164,,,,,1,0
4960,동광주조제약국,062-251-7585,"광주광역시 북구 동문대로 179-5, (두암동)",35.178473509369816,126.92844540659824,,,,,0,0
4961,동광주종로약국,062-262-7331,광주광역시 북구 면앙로139번길 54 (두암동),35.17867189135809,126.9286471925678,,,,,0,0
4962,동구미이마트약국,054-472-2772,"경상북도 구미시 이계북로 23, 동구미이마트 1층 (임수동)",36.106328656,128.4041780385,,,,,1,1
4963,동구보건약국,051-441-4701,부산광역시 동구 수정동로 9 (수정동),35.129556017679,129.044796681623,,,,,0,0
4964,동구시장심야약국,053-743-2223,"대구광역시 동구 화랑로 123, 1층 115호 (효목동, 유림아파트)",35.8737934317373,128.639786041333,,,,,1,1
4965,동구약국,070-4647-2777,"인천광역시 동구 송림로 80, 송림센트럴타워 1층 102호 (송림동)",37.4753130127016,126.643746673825,,,,,0,0
4966,동구우리약국,042-285-2333,"대전광역시 동구 대전로542번길 80-87, 103,104호 (천동)",36.3164606203479,127.447403400902,,,,,0,0
4967,동구종로약국,062-233-6030,"광주광역시 동구 서남로 2, (서석동)",35.14550712913444,126.92211551538972,,,,,0,0
4968,동국온누리약국,02-2267-6767,"서울특별시 중구 서애로1길 16, (필동3가)",37.56089757190393,126.99893609293744,,,,,1,1
4969,동그라미약국,050-71314-2457,서울특별시 성북구 아리랑로 117-7 (정릉동),37.6024775344752,127.01301893495,,,,,1,0
4970,동그라미약국,02-543-6433,"서울특별시 강남구 압구정로 156, 카로시티2빌딩 1층 110호 (신사동)",37.52582084920712,127.0269274318637,,,,,1,0
4971,동그라미약국,055-243-4970,경상남도 창원시 마산합포구 반월동5길 6,35.19003219045971,128.56288301454822,,,,,0,0
4972,동그라미약국,031-8049-3648,"경기도 김포시 사우중로 45, 김포코아센타 111호 (사우동)",37.6192302071042,126.718503460762,,,,,0,0
4973,동그라미약국,070-7576-2886,"충청북도 청주시 흥덕구 대농로 33, 131호 (복대동)",36.64245191467931,127.42591633281816,,,,,1,0
4974,동남수약국,043-287-5401,"충청북도 청주시 상당구 월평로 278, 104,105호 (방서동)",36.6040718708199,127.511873818104,,,,,0,0
4975,동남시티약국,0432932223,"충청북도 청주시 상당구 중고개로 155, 1층 103호 (용암동)",36.61870785266561,127.516698287744,,,,,1,1
4976,동남약국,031-591-8073,"경기도 남양주시 홍유릉로 290-4, 106호 (금곡동, 동곡상가)",37.62764453652834,127.201700961675,,,,,1,0
4977,동남약국,055-273-3753,"경상남도 창원시 의창구 창이대로 201, 1층 (봉곡동, 수득빌딩)",35.244984254938615,128.65946710832227,,,,,0,0
4978,동남약국,02-2273-3233,서울특별시 종로구 종로 124 (종로3가),37.570107685766615,126.99125847460552,,,,,1,1
4979,동남약국,031-419-7575,"경기도 안산시 상록구 샘골로 147, 1층 105호 (본오동)",37.297002115423865,126.86283544088226,,,,,1,0
4980,동남약국,053-565-8800,대구광역시 서구 통학로 27 (내당동),35.862639507518494,128.56408853449938,,,,,0,0
4981,동남약국,053-382-1831,대구광역시 북구 검단로 112-1 (검단동),35.906676288758845,128.62005748262877,,,,,1,0
4982,동남온누리약국,032-349-5543,"경기도 부천시 소사로 191, (소사본동)",37.47540789106903,126.79532074375628,,,,,1,1
4983,동남온누리약국,02-478-9587,"서울특별시 강동구 성내로 4, (성내동)",37.53042668596241,127.1211794574299,,,,,0,0
4984,동남온누리약국,02-2207-3356,"서울특별시 중랑구 신내로 45, 해성빌딩 1층 (신내동)",37.603228101390215,127.09557369978992,,,,,1,0
4985,동남온누리약국,064-782-5417,"제주특별자치도 서귀포시 성산읍 일출로 4, 케이빌딩",33.4472547077,126.914729016,,,,,0,0
4986,동네약국,031-255-7105,"경기도 수원시 팔달구 팔달로 54, 2층 (고등동)",37.2729730613977,127.00146295104514,,,,,0,0
4987,동네약국,031-889-7783,"경기도 용인시 수지구 성복2로 17, 골드프라자1 B212호 (성복동)",37.3108346494019,127.081196270803,,,,,0,0
4988,동네약국,042-824-5433,"대전광역시 유성구 반석로 7, 애니빌프라자 지상1층 104호 (반석동)",36.3915798844452,127.313876423751,,,,,1,0
4989,동대감초당약국,041-936-0003,충청남도 보령시 작은오랏3길 87 (동대동),36.34396742151557,126.60358591084572,,,,,1,0
4990,동대구365약국,053-753-1897,"대구광역시 동구 동부로30길 41, 1층 (신천동)",35.8735000579737,128.628956699102,,,,,1,1
4991,동대구경북약국,053-955-3383,"대구광역시 북구 대현로 96, 1층 (대현동)",35.88227892012147,128.60946834028647,,,,,0,0
4992,동대구신세계약국,053-744-1122,"대구광역시 동구 동부로 149, 1층 1호 (신천동, 신세계동대구복합환승센터)",35.8779356073,128.6292378644,,,,,1,1
4993,동대구약국,053-941-0134,"대구광역시 북구 대현로 91, (대현동)",35.88271189601767,128.60923459966207,,,,,1,0
4994,동대문보건약국,02-965-7162,서울특별시 동대문구 고산자로28가길 2 (용두동),37.5749690225039,127.040312003132,,,,,0,0
4995,동대문약국,041-523-4230,충청남도 천안시 서북구 원두정3길 37 (두정동),36.83345214873555,127.13730587343976,,,,,0,0
4996,동대문약국,031-652-6921,"경기도 평택시 중앙로 335, 상가동 1층 101호, 지층 2,3,4호 (비전동, 벽산아파트)",36.99135913112589,127.12023766010168,,,,,0,0
4997,동대문연약국,02-2274-7889,"서울특별시 종로구 종로 272, 동대문종합시장 신관 신관동 지하1층 018호 (종로6가)",37.57082402034887,127.00813600719006,,,,,0,0
4998,동대문허브약국,02-3393-0077,"서울특별시 중구 장충단로 263, 밀리오레상가건물 13층 6호 (을지로6가)",37.56810298620208,127.00852905516872,,,,,1,0
4999,동대약국,041-934-6699,충청남도 보령시 수로길 2 (동대동),36.34659195734604,126.60913796793044,,,,,0,0
5000,동대약국,051-245-6999,부산광역시 서구 대신공원로 25 (서대신동3가),35.120247151487874,129.01630867877574,,,,,0,0
5001,동대전약국,042-282-5550,대전광역시 동구 용운로 170-1 (용운동),36.32764908746524,127.46119850968918,,,,,0,0
5002,동대제일약국,051-231-0890,부산광역시 서구 동대로 16 (동대신동3가),35.1191619193,129.0176289374,,,,,0,0
5003,동동약국,055-383-5569,"경상남도 양산시 물금읍 서들로 148, 채움",35.31181798734472,129.00668672220283,,,,,1,0
5004,동두천 행복약국,031-859-1238,"경기도 동두천시 동두천로 119, 지행역프라자 504호 (지행동)",37.8920674099318,127.054630551128,,,,,0,0
5005,동두천메디슨약국,031-863-5586,경기도 동두천시 중앙로 269 (생연동),37.90549722222222,127.05383333333332,,,,,1,0
5006,동두천종로약국,031-858-7572,경기도 동두천시 동광로 54 (생연동),37.908434384417,127.05416553692362,,,,,0,0
5007,동래늘푸른약국,051-503-0272,부산광역시 동래구 여고로113번길 78(사직동),35.201933826484286,129.0740690991738,,,,,1,1
5008,동래대형약국,0515535008,부산광역시 동래구 충렬대로 251 (수안동),35.2013973069156,129.086854704132,,,,,1,1
